customer_id,end_date,txn_date,transactions,running_balance,min_balance,max_balance,avg_balance,monthly_balance
109,2020-01-31,2020-01-01,429,429,429,2491,1507.2500,429
109,2020-02-29,2020-02-03,767,1196,429,2491,1507.2500,2491
109,2020-02-29,2020-02-05,717,1913,429,2491,1507.2500,2491
109,2020-02-29,2020-02-08,578,2491,429,2491,1507.2500,2491
109,2020-03-31,NULL,0,2491,429,2491,1507.2500,2491
109,2020-04-30,NULL,0,NULL,429,2491,1507.2500,2491
110,2020-01-31,2020-01-01,888,888,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-06,-697,191,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-07,-905,-714,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-09,241,-473,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-13,-944,-1417,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-14,1030,-387,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-18,1189,802,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-19,-235,567,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-21,705,1272,-1417,2233,792.3529,1258
110,2020-01-31,2020-01-26,-14,1258,-1417,2233,792.3529,1258
110,2020-02-29,2020-02-06,914,2172,-1417,2233,792.3529,1198
110,2020-02-29,2020-02-11,-974,1198,-1417,2233,792.3529,1198
110,2020-03-31,2020-03-03,417,1615,-1417,2233,792.3529,2233
110,2020-03-31,2020-03-05,-373,1242,-1417,2233,792.3529,2233
110,2020-03-31,2020-03-10,-202,1040,-1417,2233,792.3529,2233
110,2020-03-31,2020-03-17,943,1983,-1417,2233,792.3529,2233
110,2020-03-31,2020-03-29,250,2233,-1417,2233,792.3529,2233
110,2020-04-30,NULL,0,2233,-1417,2233,792.3529,2233
111,2020-01-31,2020-01-28,101,101,99,463,221.0000,101
111,2020-02-29,2020-02-01,362,463,99,463,221.0000,463
111,2020-03-31,2020-03-25,-364,99,99,463,221.0000,99
111,2020-04-30,NULL,0,99,99,463,221.0000,99
112,2020-01-31,2020-01-08,945,945,-116,1969,823.0000,945
112,2020-02-29,2020-02-09,707,1652,-116,1969,823.0000,893
112,2020-02-29,2020-02-21,317,1969,-116,1969,823.0000,893
112,2020-02-29,2020-02-29,-1076,893,-116,1969,823.0000,893
112,2020-03-31,2020-03-04,-523,370,-116,1969,823.0000,-116
112,2020-03-31,2020-03-18,-322,48,-116,1969,823.0000,-116
112,2020-03-31,2020-03-24,-164,-116,-116,1969,823.0000,-116
112,2020-04-30,NULL,0,-116,-116,1969,823.0000,-116
113,2020-01-31,2020-01-21,14,14,-1140,62,-443.0714,-511
113,2020-01-31,2020-01-23,-525,-511,-1140,62,-443.0714,-511
113,2020-02-29,2020-02-04,17,-494,-1140,62,-443.0714,62
113,2020-02-29,2020-02-06,-245,-739,-1140,62,-443.0714,62
113,2020-02-29,2020-02-21,753,14,-1140,62,-443.0714,62
113,2020-02-29,2020-02-23,48,62,-1140,62,-443.0714,62
113,2020-03-31,2020-03-10,-544,-482,-1140,62,-443.0714,12
113,2020-03-31,2020-03-11,-21,-503,-1140,62,-443.0714,12
113,2020-03-31,2020-03-13,-468,-971,-1140,62,-443.0714,12
113,2020-03-31,2020-03-23,203,-768,-1140,62,-443.0714,12
113,2020-03-31,2020-03-26,780,12,-1140,62,-443.0714,12
113,2020-04-30,2020-04-02,-255,-243,-1140,62,-443.0714,-1140
113,2020-04-30,2020-04-03,-211,-454,-1140,62,-443.0714,-1140
113,2020-04-30,2020-04-09,-686,-1140,-1140,62,-443.0714,-1140
114,2020-01-31,2020-01-19,743,743,169,1143,685.0000,743
114,2020-02-29,NULL,0,743,169,1143,685.0000,743
114,2020-03-31,2020-03-28,-574,169,169,1143,685.0000,169
114,2020-04-30,2020-04-06,974,1143,169,1143,685.0000,1143
115,2020-01-31,2020-01-29,144,144,-845,884,48.1111,144
115,2020-02-29,2020-02-01,-400,-256,-845,884,48.1111,-845
115,2020-02-29,2020-02-08,-196,-452,-845,884,48.1111,-845
115,2020-02-29,2020-02-25,-393,-845,-845,884,48.1111,-845
115,2020-03-31,2020-03-03,747,-98,-845,884,48.1111,884
115,2020-03-31,2020-03-07,672,574,-845,884,48.1111,884
115,2020-03-31,2020-03-28,-51,523,-845,884,48.1111,884
115,2020-03-31,2020-03-30,361,884,-845,884,48.1111,884
115,2020-04-30,2020-04-06,-925,-41,-845,884,48.1111,-41
116,2020-01-31,2020-01-28,167,167,53,543,320.8000,167
116,2020-02-29,2020-02-11,344,511,53,543,320.8000,53
116,2020-02-29,2020-02-23,-458,53,53,543,320.8000,53
116,2020-03-31,2020-03-20,490,543,53,543,320.8000,543
116,2020-04-30,2020-04-17,-213,330,53,543,320.8000,330
117,2020-01-31,2020-01-15,5,5,-706,702,33.8571,-25
117,2020-01-31,2020-01-28,-30,-25,-706,702,33.8571,-25
117,2020-02-29,2020-02-12,727,702,-706,702,33.8571,-216
117,2020-02-29,2020-02-14,-439,263,-706,702,33.8571,-216
117,2020-02-29,2020-02-25,-479,-216,-706,702,33.8571,-216
117,2020-03-31,2020-03-13,430,214,-706,702,33.8571,-706
117,2020-03-31,2020-03-20,-920,-706,-706,702,33.8571,-706
117,2020-04-30,NULL,0,-706,-706,702,33.8571,-706
118,2020-01-31,2020-01-03,683,683,-1650,683,-657.7143,-683
118,2020-01-31,2020-01-04,-389,294,-1650,683,-657.7143,-683
118,2020-01-31,2020-01-24,-977,-683,-1650,683,-657.7143,-683
118,2020-02-29,2020-02-02,170,-513,-1650,683,-657.7143,-513
118,2020-03-31,2020-03-11,-795,-1308,-1650,683,-657.7143,-1427
118,2020-03-31,2020-03-15,-342,-1650,-1650,683,-657.7143,-1427
118,2020-03-31,2020-03-30,223,-1427,-1650,683,-657.7143,-1427
118,2020-04-30,NULL,0,-1427,-1650,683,-657.7143,-1427
119,2020-01-31,2020-01-17,62,62,-907,62,-445.0000,62
119,2020-02-29,NULL,0,62,-907,62,-445.0000,62
119,2020-03-31,2020-03-09,-969,-907,-907,62,-445.0000,-907
119,2020-04-30,2020-04-10,417,-490,-907,62,-445.0000,-490
120,2020-01-31,2020-01-23,824,824,-1694,2838,855.3750,824
120,2020-02-29,2020-02-09,-374,450,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-10,313,763,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-11,664,1427,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-13,693,2120,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-17,-654,1466,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-20,402,1868,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-21,970,2838,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-22,-343,2495,-1694,2838,855.3750,1913
120,2020-02-29,2020-02-28,-582,1913,-1694,2838,855.3750,1913
120,2020-03-31,2020-03-01,-879,1034,-1694,2838,855.3750,-900
120,2020-03-31,2020-03-03,-418,616,-1694,2838,855.3750,-900
120,2020-03-31,2020-03-11,-685,-69,-1694,2838,855.3750,-900
120,2020-03-31,2020-03-20,-831,-900,-1694,2838,855.3750,-900
120,2020-04-30,2020-04-06,-794,-1694,-1694,2838,855.3750,-1465
120,2020-04-30,2020-04-21,229,-1465,-1694,2838,855.3750,-1465
121,2020-01-31,2020-01-01,335,335,-425,2320,967.7273,1992
121,2020-01-31,2020-01-20,19,354,-425,2320,967.7273,1992
121,2020-01-31,2020-01-22,864,1218,-425,2320,967.7273,1992
121,2020-01-31,2020-01-28,774,1992,-425,2320,967.7273,1992
121,2020-02-29,2020-02-04,328,2320,-425,2320,967.7273,1296
121,2020-02-29,2020-02-15,-711,1609,-425,2320,967.7273,1296
121,2020-02-29,2020-02-20,-543,1066,-425,2320,967.7273,1296
121,2020-02-29,2020-02-29,230,1296,-425,2320,967.7273,1296
121,2020-03-31,2020-03-06,-869,427,-425,2320,967.7273,-425
121,2020-03-31,2020-03-11,26,453,-425,2320,967.7273,-425
121,2020-03-31,2020-03-15,-878,-425,-425,2320,967.7273,-425
121,2020-04-30,NULL,0,-425,-425,2320,967.7273,-425
122,2020-01-31,2020-01-29,314,314,164,2204,1100.9231,314
122,2020-02-29,2020-02-05,-150,164,164,2204,1100.9231,252
122,2020-02-29,2020-02-13,88,252,164,2204,1100.9231,252
122,2020-03-31,2020-03-18,290,542,164,2204,1100.9231,1347
122,2020-03-31,2020-03-27,725,1267,164,2204,1100.9231,1347
122,2020-03-31,2020-03-28,80,1347,164,2204,1100.9231,1347
122,2020-04-30,2020-04-07,-135,1212,164,2204,1100.9231,1066
122,2020-04-30,2020-04-09,992,2204,164,2204,1100.9231,1066
122,2020-04-30,2020-04-11,-678,1526,164,2204,1100.9231,1066
122,2020-04-30,2020-04-12,7,1533,164,2204,1100.9231,1066
122,2020-04-30,2020-04-20,51,1584,164,2204,1100.9231,1066
122,2020-04-30,2020-04-23,-283,1301,164,2204,1100.9231,1066
122,2020-04-30,2020-04-24,-235,1066,164,2204,1100.9231,1066
123,2020-01-31,2020-01-16,423,423,-2663,423,-1330.3077,-717
123,2020-01-31,2020-01-25,-310,113,-2663,423,-1330.3077,-717
123,2020-01-31,2020-01-26,-830,-717,-2663,423,-1330.3077,-717
123,2020-02-29,2020-02-09,-600,-1317,-2663,423,-1330.3077,-2277
123,2020-02-29,2020-02-19,-960,-2277,-2663,423,-1330.3077,-2277
123,2020-03-31,2020-03-07,-386,-2663,-2663,423,-1330.3077,-1584
123,2020-03-31,2020-03-28,352,-2311,-2663,423,-1330.3077,-1584
123,2020-03-31,2020-03-29,727,-1584,-2663,423,-1330.3077,-1584
123,2020-04-30,2020-04-03,540,-1044,-2663,423,-1330.3077,-2128
123,2020-04-30,2020-04-04,-362,-1406,-2663,423,-1330.3077,-2128
123,2020-04-30,2020-04-05,688,-718,-2663,423,-1330.3077,-2128
123,2020-04-30,2020-04-06,-947,-1665,-2663,423,-1330.3077,-2128
123,2020-04-30,2020-04-07,-463,-2128,-2663,423,-1330.3077,-2128
124,2020-01-31,2020-01-01,159,159,122,2132,1101.3125,731
124,2020-01-31,2020-01-11,-37,122,122,2132,1101.3125,731
124,2020-01-31,2020-01-14,1143,1265,122,2132,1101.3125,731
124,2020-01-31,2020-01-16,-249,1016,122,2132,1101.3125,731
124,2020-01-31,2020-01-19,-285,731,122,2132,1101.3125,731
124,2020-02-29,2020-02-03,-427,304,122,2132,1101.3125,1878
124,2020-02-29,2020-02-07,710,1014,122,2132,1101.3125,1878
124,2020-02-29,2020-02-09,162,1176,122,2132,1101.3125,1878
124,2020-02-29,2020-02-11,273,1449,122,2132,1101.3125,1878
124,2020-02-29,2020-02-26,429,1878,122,2132,1101.3125,1878
124,2020-03-31,2020-03-09,-249,1629,122,2132,1101.3125,1301
124,2020-03-31,2020-03-12,-697,932,122,2132,1101.3125,1301
124,2020-03-31,2020-03-15,326,1258,122,2132,1101.3125,1301
124,2020-03-31,2020-03-16,874,2132,122,2132,1101.3125,1301
124,2020-03-31,2020-03-22,-877,1255,122,2132,1101.3125,1301
124,2020-03-31,2020-03-28,46,1301,122,2132,1101.3125,1301
124,2020-04-30,NULL,0,1301,122,2132,1101.3125,1301
125,2020-01-31,2020-01-04,637,637,-2544,637,-1519.3333,-791
125,2020-01-31,2020-01-19,-506,131,-2544,637,-1519.3333,-791
125,2020-01-31,2020-01-28,-922,-791,-2544,637,-1519.3333,-791
125,2020-02-29,2020-02-15,-939,-1730,-2544,637,-1519.3333,-2479
125,2020-02-29,2020-02-16,867,-863,-2544,637,-1519.3333,-2479
125,2020-02-29,2020-02-17,-982,-1845,-2544,637,-1519.3333,-2479
125,2020-02-29,2020-02-26,-285,-2130,-2544,637,-1519.3333,-2479
125,2020-02-29,2020-02-29,-349,-2479,-2544,637,-1519.3333,-2479
125,2020-03-31,2020-03-18,-65,-2544,-2544,637,-1519.3333,-2436
125,2020-03-31,2020-03-19,410,-2134,-2544,637,-1519.3333,-2436
125,2020-03-31,2020-03-23,86,-2048,-2544,637,-1519.3333,-2436
125,2020-03-31,2020-03-30,-388,-2436,-2544,637,-1519.3333,-2436
125,2020-04-30,NULL,0,-2436,-2544,637,-1519.3333,-2436
126,2020-01-31,2020-01-21,-786,-786,-2822,-297,-1234.1538,-786
126,2020-02-29,2020-02-04,394,-392,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-07,-875,-1267,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-10,970,-297,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-11,-806,-1103,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-13,-167,-1270,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-22,280,-990,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-23,-744,-1734,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-25,651,-1083,-2822,-297,-1234.1538,-716
126,2020-02-29,2020-02-27,367,-716,-2822,-297,-1234.1538,-716
126,2020-03-31,2020-03-03,-603,-1319,-2822,-297,-1234.1538,-2822
126,2020-03-31,2020-03-24,-946,-2265,-2822,-297,-1234.1538,-2822
126,2020-03-31,2020-03-28,-557,-2822,-2822,-297,-1234.1538,-2822
126,2020-04-30,NULL,0,-2822,-2822,-297,-1234.1538,-2822
127,2020-01-31,2020-01-17,217,217,217,1672,864.0000,217
127,2020-02-29,2020-02-01,486,703,217,1672,864.0000,703
127,2020-03-31,NULL,0,703,217,1672,864.0000,703
127,2020-04-30,2020-04-01,969,1672,217,1672,864.0000,1672
128,2020-01-31,2020-01-26,410,410,-1097,882,-22.2500,410
128,2020-02-29,2020-02-04,472,882,-1097,882,-22.2500,144
128,2020-02-29,2020-02-11,-246,636,-1097,882,-22.2500,144
128,2020-02-29,2020-02-29,-492,144,-1097,882,-22.2500,144
128,2020-03-31,2020-03-07,-319,-175,-1097,882,-22.2500,-776
128,2020-03-31,2020-03-21,-601,-776,-1097,882,-22.2500,-776
128,2020-04-30,2020-04-06,-321,-1097,-1097,882,-22.2500,-202
128,2020-04-30,2020-04-16,895,-202,-1097,882,-22.2500,-202
129,2020-01-31,2020-01-12,568,568,-2007,568,-362.1429,466
129,2020-01-31,2020-01-27,-508,60,-2007,568,-362.1429,466
129,2020-01-31,2020-01-31,406,466,-2007,568,-362.1429,466
129,2020-02-29,2020-02-09,-376,90,-2007,568,-362.1429,-796
129,2020-02-29,2020-02-11,-359,-269,-2007,568,-362.1429,-796
129,2020-02-29,2020-02-12,-23,-292,-2007,568,-362.1429,-796
129,2020-02-29,2020-02-15,482,190,-2007,568,-362.1429,-796
129,2020-02-29,2020-02-24,-986,-796,-2007,568,-362.1429,-796
129,2020-03-31,2020-03-06,-154,-950,-2007,568,-362.1429,68
129,2020-03-31,2020-03-17,669,-281,-2007,568,-362.1429,68
129,2020-03-31,2020-03-28,349,68,-2007,568,-362.1429,68
129,2020-04-30,2020-04-01,-593,-525,-2007,568,-362.1429,-2007
129,2020-04-30,2020-04-05,-867,-1392,-2007,568,-362.1429,-2007
129,2020-04-30,2020-04-07,-615,-2007,-2007,568,-362.1429,-2007
130,2020-01-31,2020-01-02,557,557,-2131,557,-586.7000,-248
130,2020-01-31,2020-01-07,-106,451,-2131,557,-586.7000,-248
130,2020-01-31,2020-01-11,-895,-444,-2131,557,-586.7000,-248
130,2020-01-31,2020-01-19,196,-248,-2131,557,-586.7000,-248
130,2020-02-29,2020-02-05,-559,-807,-2131,557,-586.7000,-1160
130,2020-02-29,2020-02-15,-353,-1160,-2131,557,-586.7000,-1160
130,2020-03-31,2020-03-01,-971,-2131,-2131,557,-586.7000,132
130,2020-03-31,2020-03-04,646,-1485,-2131,557,-586.7000,132
130,2020-03-31,2020-03-13,753,-732,-2131,557,-586.7000,132
130,2020-03-31,2020-03-27,864,132,-2131,557,-586.7000,132
130,2020-04-30,NULL,0,132,-2131,557,-586.7000,132
131,2020-01-31,2020-01-10,86,86,-1702,1330,-230.0476,480
131,2020-01-31,2020-01-14,803,889,-1702,1330,-230.0476,480
131,2020-01-31,2020-01-20,-892,-3,-1702,1330,-230.0476,480
131,2020-01-31,2020-01-21,868,865,-1702,1330,-230.0476,480
131,2020-01-31,2020-01-29,465,1330,-1702,1330,-230.0476,480
131,2020-01-31,2020-01-31,-850,480,-1702,1330,-230.0476,480
131,2020-02-29,2020-02-02,-62,418,-1702,1330,-230.0476,-983
131,2020-02-29,2020-02-08,-955,-537,-1702,1330,-230.0476,-983
131,2020-02-29,2020-02-10,-247,-784,-1702,1330,-230.0476,-983
131,2020-02-29,2020-02-14,-43,-827,-1702,1330,-230.0476,-983
131,2020-02-29,2020-02-19,98,-729,-1702,1330,-230.0476,-983
131,2020-02-29,2020-02-25,-973,-1702,-1702,1330,-230.0476,-983
131,2020-02-29,2020-02-27,719,-983,-1702,1330,-230.0476,-983
131,2020-03-31,2020-03-14,181,-802,-1702,1330,-230.0476,-152
131,2020-03-31,2020-03-15,672,-130,-1702,1330,-230.0476,-152
131,2020-03-31,2020-03-16,-707,-837,-1702,1330,-230.0476,-152
131,2020-03-31,2020-03-21,263,-574,-1702,1330,-230.0476,-152
131,2020-03-31,2020-03-22,711,137,-1702,1330,-230.0476,-152
131,2020-03-31,2020-03-27,-617,-480,-1702,1330,-230.0476,-152
131,2020-03-31,2020-03-28,-16,-496,-1702,1330,-230.0476,-152
131,2020-03-31,2020-03-29,344,-152,-1702,1330,-230.0476,-152
131,2020-04-30,NULL,0,-152,-1702,1330,-230.0476,-152
132,2020-01-31,2020-01-10,14,14,-5585,14,-2903.4000,-1254
132,2020-01-31,2020-01-20,-427,-413,-5585,14,-2903.4000,-1254
132,2020-01-31,2020-01-30,-841,-1254,-5585,14,-2903.4000,-1254
132,2020-02-29,2020-02-06,-592,-1846,-5585,14,-2903.4000,-2844
132,2020-02-29,2020-02-07,-998,-2844,-5585,14,-2903.4000,-2844
132,2020-03-31,2020-03-05,-736,-3580,-5585,14,-2903.4000,-5256
132,2020-03-31,2020-03-20,-377,-3957,-5585,14,-2903.4000,-5256
132,2020-03-31,2020-03-26,-356,-4313,-5585,14,-2903.4000,-5256
132,2020-03-31,2020-03-30,-943,-5256,-5585,14,-2903.4000,-5256
132,2020-04-30,2020-04-08,-329,-5585,-5585,14,-2903.4000,-5585
133,2020-01-31,2020-01-10,279,279,-368,279,-148.3333,-356
133,2020-01-31,2020-01-23,-635,-356,-368,279,-148.3333,-356
133,2020-02-29,2020-02-26,-12,-368,-368,279,-148.3333,-368
133,2020-03-31,NULL,0,-368,-368,279,-148.3333,-368
133,2020-04-30,NULL,0,NULL,-368,279,-148.3333,-368
134,2020-01-31,2020-01-08,358,358,358,3194,2261.7647,3194
134,2020-01-31,2020-01-11,650,1008,358,3194,2261.7647,3194
134,2020-01-31,2020-01-16,911,1919,358,3194,2261.7647,3194
134,2020-01-31,2020-01-25,980,2899,358,3194,2261.7647,3194
134,2020-01-31,2020-01-26,295,3194,358,3194,2261.7647,3194
134,2020-02-29,2020-02-05,-136,3058,358,3194,2261.7647,2748
134,2020-02-29,2020-02-07,135,3193,358,3194,2261.7647,2748
134,2020-02-29,2020-02-14,-189,3004,358,3194,2261.7647,2748
134,2020-02-29,2020-02-19,-670,2334,358,3194,2261.7647,2748
134,2020-02-29,2020-02-26,-102,2232,358,3194,2261.7647,2748
134,2020-02-29,2020-02-27,579,2811,358,3194,2261.7647,2748
134,2020-02-29,2020-02-29,-63,2748,358,3194,2261.7647,2748
134,2020-03-31,2020-03-09,-339,2409,358,3194,2261.7647,1768
134,2020-03-31,2020-03-16,-841,1568,358,3194,2261.7647,1768
134,2020-03-31,2020-03-20,328,1896,358,3194,2261.7647,1768
134,2020-03-31,2020-03-23,155,2051,358,3194,2261.7647,1768
134,2020-03-31,2020-03-27,-283,1768,358,3194,2261.7647,1768
134,2020-04-30,NULL,0,1768,358,3194,2261.7647,1768
135,2020-01-31,2020-01-09,949,949,104,1899,1053.7273,104
135,2020-01-31,2020-01-22,-14,935,104,1899,1053.7273,104
135,2020-01-31,2020-01-30,-831,104,104,1899,1053.7273,104
135,2020-02-29,2020-02-11,491,595,104,1899,1053.7273,977
135,2020-02-29,2020-02-14,470,1065,104,1899,1053.7273,977
135,2020-02-29,2020-02-16,834,1899,104,1899,1053.7273,977
135,2020-02-29,2020-02-21,-78,1821,104,1899,1053.7273,977
135,2020-02-29,2020-02-22,-375,1446,104,1899,1053.7273,977
135,2020-02-29,2020-02-27,-469,977,104,1899,1053.7273,977
135,2020-03-31,2020-03-09,-178,799,104,1899,1053.7273,1001
135,2020-03-31,2020-03-23,202,1001,104,1899,1053.7273,1001
135,2020-04-30,NULL,0,1001,104,1899,1053.7273,1001
136,2020-01-31,2020-01-11,882,882,-133,966,586.5833,479
136,2020-01-31,2020-01-12,19,901,-133,966,586.5833,479
136,2020-01-31,2020-01-25,-653,248,-133,966,586.5833,479
136,2020-01-31,2020-01-28,455,703,-133,966,586.5833,479
136,2020-01-31,2020-01-29,-224,479,-133,966,586.5833,479
136,2020-02-29,2020-02-27,487,966,-133,966,586.5833,966
136,2020-03-31,2020-03-06,-116,850,-133,966,586.5833,383
136,2020-03-31,2020-03-11,53,903,-133,966,586.5833,383
136,2020-03-31,2020-03-24,-623,280,-133,966,586.5833,383
136,2020-03-31,2020-03-26,103,383,-133,966,586.5833,383
136,2020-04-30,2020-04-02,194,577,-133,966,586.5833,-133
136,2020-04-30,2020-04-09,-710,-133,-133,966,586.5833,-133
137,2020-01-31,2020-01-06,881,881,-356,881,349.7500,396
137,2020-01-31,2020-01-20,-403,478,-356,881,349.7500,396
137,2020-01-31,2020-01-23,-82,396,-356,881,349.7500,396
137,2020-02-29,2020-02-16,-752,-356,-356,881,349.7500,-356
137,2020-03-31,NULL,0,-356,-356,881,349.7500,-356
137,2020-04-30,NULL,0,NULL,-356,881,349.7500,-356
138,2020-01-31,2020-01-11,520,520,-775,2135,630.9333,1316
138,2020-01-31,2020-01-23,758,1278,-775,2135,630.9333,1316
138,2020-01-31,2020-01-31,38,1316,-775,2135,630.9333,1316
138,2020-02-29,2020-02-01,819,2135,-775,2135,630.9333,320
138,2020-02-29,2020-02-03,-954,1181,-775,2135,630.9333,320
138,2020-02-29,2020-02-05,-485,696,-775,2135,630.9333,320
138,2020-02-29,2020-02-07,604,1300,-775,2135,630.9333,320
138,2020-02-29,2020-02-13,42,1342,-775,2135,630.9333,320
138,2020-02-29,2020-02-24,-958,384,-775,2135,630.9333,320
138,2020-02-29,2020-02-29,-64,320,-775,2135,630.9333,320
138,2020-03-31,2020-03-20,-129,191,-775,2135,630.9333,75
138,2020-03-31,2020-03-22,-750,-559,-775,2135,630.9333,75
138,2020-03-31,2020-03-24,619,60,-775,2135,630.9333,75
138,2020-03-31,2020-03-29,15,75,-775,2135,630.9333,75
138,2020-04-30,2020-04-06,-850,-775,-775,2135,630.9333,-775
139,2020-01-31,2020-01-10,653,653,-345,1227,248.4000,44
139,2020-01-31,2020-01-17,-370,283,-345,1227,248.4000,44
139,2020-01-31,2020-01-18,-353,-70,-345,1227,248.4000,44
139,2020-01-31,2020-01-23,-180,-250,-345,1227,248.4000,44
139,2020-01-31,2020-01-26,-95,-345,-345,1227,248.4000,44
139,2020-01-31,2020-01-31,389,44,-345,1227,248.4000,44
139,2020-02-29,2020-02-04,460,504,-345,1227,248.4000,504
139,2020-03-31,2020-03-01,-613,-109,-345,1227,248.4000,537
139,2020-03-31,2020-03-02,418,309,-345,1227,248.4000,537
139,2020-03-31,2020-03-03,-442,-133,-345,1227,248.4000,537
139,2020-03-31,2020-03-04,830,697,-345,1227,248.4000,537
139,2020-03-31,2020-03-07,-983,-286,-345,1227,248.4000,537
139,2020-03-31,2020-03-10,951,665,-345,1227,248.4000,537
139,2020-03-31,2020-03-14,562,1227,-345,1227,248.4000,537
139,2020-03-31,2020-03-28,-690,537,-345,1227,248.4000,537
139,2020-04-30,NULL,0,537,-345,1227,248.4000,537
140,2020-01-31,2020-01-26,803,803,-38,2345,1261.8125,803
140,2020-02-29,2020-02-01,180,983,-38,2345,1261.8125,1526
140,2020-02-29,2020-02-13,543,1526,-38,2345,1261.8125,1526
140,2020-03-31,2020-03-05,-339,1187,-38,2345,1261.8125,2345
140,2020-03-31,2020-03-21,-11,1176,-38,2345,1261.8125,2345
140,2020-03-31,2020-03-22,-656,520,-38,2345,1261.8125,2345
140,2020-03-31,2020-03-26,995,1515,-38,2345,1261.8125,2345
140,2020-03-31,2020-03-28,830,2345,-38,2345,1261.8125,2345
140,2020-04-30,2020-04-02,-127,2218,-38,2345,1261.8125,1495
140,2020-04-30,2020-04-06,-877,1341,-38,2345,1261.8125,1495
140,2020-04-30,2020-04-09,590,1931,-38,2345,1261.8125,1495
140,2020-04-30,2020-04-13,-647,1284,-38,2345,1261.8125,1495
140,2020-04-30,2020-04-16,-336,948,-38,2345,1261.8125,1495
140,2020-04-30,2020-04-18,-986,-38,-38,2345,1261.8125,1495
140,2020-04-30,2020-04-19,993,955,-38,2345,1261.8125,1495
140,2020-04-30,2020-04-22,540,1495,-38,2345,1261.8125,1495
141,2020-01-31,2020-01-15,934,934,-369,2538,988.8889,-369
141,2020-01-31,2020-01-20,-320,614,-369,2538,988.8889,-369
141,2020-01-31,2020-01-22,-983,-369,-369,2538,988.8889,-369
141,2020-02-29,2020-02-03,588,219,-369,2538,988.8889,1483
141,2020-02-29,2020-02-06,50,269,-369,2538,988.8889,1483
141,2020-02-29,2020-02-28,830,1099,-369,2538,988.8889,1483
141,2020-02-29,2020-02-29,384,1483,-369,2538,988.8889,1483
141,2020-03-31,2020-03-19,630,2113,-369,2538,988.8889,2113
141,2020-04-30,2020-04-04,425,2538,-369,2538,988.8889,2538
142,2020-01-31,2020-01-16,517,517,117,1378,588.1111,1378
142,2020-01-31,2020-01-27,861,1378,117,1378,588.1111,1378
142,2020-02-29,2020-02-10,-441,937,117,1378,588.1111,440
142,2020-02-29,2020-02-19,-497,440,117,1378,588.1111,440
142,2020-03-31,2020-03-04,-323,117,117,1378,588.1111,217
142,2020-03-31,2020-03-08,55,172,117,1378,588.1111,217
142,2020-03-31,2020-03-11,480,652,117,1378,588.1111,217
142,2020-03-31,2020-03-31,-435,217,117,1378,588.1111,217
142,2020-04-30,2020-04-01,646,863,117,1378,588.1111,863
143,2020-01-31,2020-01-29,807,807,-2457,1649,76.3125,807
143,2020-02-29,2020-02-01,483,1290,-2457,1649,76.3125,1625
143,2020-02-29,2020-02-04,-343,947,-2457,1649,76.3125,1625
143,2020-02-29,2020-02-20,602,1549,-2457,1649,76.3125,1625
143,2020-02-29,2020-02-29,76,1625,-2457,1649,76.3125,1625
143,2020-03-31,2020-03-04,24,1649,-2457,1649,76.3125,26
143,2020-03-31,2020-03-07,-574,1075,-2457,1649,76.3125,26
143,2020-03-31,2020-03-15,-494,581,-2457,1649,76.3125,26
143,2020-03-31,2020-03-25,-555,26,-2457,1649,76.3125,26
143,2020-04-30,2020-04-02,-561,-535,-2457,1649,76.3125,-2457
143,2020-04-30,2020-04-09,295,-240,-2457,1649,76.3125,-2457
143,2020-04-30,2020-04-19,-333,-573,-2457,1649,76.3125,-2457
143,2020-04-30,2020-04-21,-957,-1530,-2457,1649,76.3125,-2457
143,2020-04-30,2020-04-22,445,-1085,-2457,1649,76.3125,-2457
143,2020-04-30,2020-04-23,-823,-1908,-2457,1649,76.3125,-2457
143,2020-04-30,2020-04-24,-549,-2457,-2457,1649,76.3125,-2457
144,2020-01-31,2020-01-14,559,559,-4625,559,-2492.6154,-735
144,2020-01-31,2020-01-17,-622,-63,-4625,559,-2492.6154,-735
144,2020-01-31,2020-01-22,-672,-735,-4625,559,-2492.6154,-735
144,2020-02-29,2020-02-07,-315,-1050,-4625,559,-2492.6154,-3280
